precision:,0.920600858,,,,,,,,,,,,,,
recall:,0.905462185,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"
Ç±Ç±Ç©ÇÁPrecision
",,,,,,,,,,,,,,,
0.914,0.88,0.852,0.832,0.915,0.834,0.689,0.633,,,,,,,,
T,T,T,T,T,T,T,T,,,,,,,,
,,,,,,,,,,,,,,,
0.807,0.632,0.825,0.772,0.931,0.657,,,,,,,,,,
T,T,T,T,T,T,,,,,,,,,,
,,,,,,,,,,,,,,,
0.543,0.875,0.757,0.602,0.768,0.935,0.702,0.928,0.803,,,,,,,
T,T,T,T,T,T,T,T,T,,,,,,,
,,,,,,,,,,,,,,,
0.819,0.772,0.711,0.594,0.782,0.898,0.776,0.764,0.058,,,,,,,
T,T,T,T,T,T,T,T,F,,,,,,,
,,,,,,,,,,,,,,,
0.809,0.925,0.917,,,,,,,,,,,,,
T,T,T,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.8,0.863,0.92,,,,,,,,,,,,,
T,T,T,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.909,0.841,,,,,,,,,,,,,,
T,T,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.891,,,,,,,,,,,,,,,
T,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.861,0.867,0.884,0.72,0.859,0.733,,,,,,,,,,
T,T,T,T,T,T,,,,,,,,,,
,,,,,,,,,,,,,,,
0.862,0.711,0.701,0.812,0.095,0.771,,,,,,,,,,
T,T,T,T,F,T,,,,,,,,,,
,,,,,,,,,,,,,,,
0.955,0.947,,,,,,,,,,,,,,
T,T,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.798,0.73,0.657,0.781,0.792,0.923,0.517,0.686,0.291,0.726,0.392,0.721,0.814,0.639,,
T,T,T,T,T,T,T,T,F,T,F,T,T,T,,
,,,,,,,,,,,,,,,
0.918,0.828,0.773,0.944,0.961,0.795,0.766,0.746,0.715,,,,,,,
T,T,T,T,T,T,T,T,T,,,,,,,
,,,,,,,,,,,,,,,
0.886,0.844,0.845,0.667,0.894,,,,,,,,,,,
T,T,T,T,T,,,,,,,,,,,
,,,,,,,,,,,,,,,
0.901,,,,,,,,,,,,,,,
T,,,,,,,,,,,,,,,
